question,answer
what was the first star trek enterprise ship,Enterprise NX-01
what was the first star trek enterprise ship,Enterprise NX-01
where does the highway of heroes start and end,CFB Trenton
where does the highway of heroes start and end,CFB Trenton
where does the highway of heroes start and end,CFB Trenton
what rights do eu citizens have under the privacy shield,data processing
what rights do eu citizens have under the privacy shield,data processing
what rights do eu citizens have under the privacy shield,data processing
trick taking card game name derived from spanish for man,Manos
trick taking card game name derived from spanish for man,Manos
trick taking card game name derived from spanish for man,Manos
the man in the high castle episode 1 season 1,Juliana
the man in the high castle episode 1 season 1,Juliana
the man in the high castle episode 1 season 1,Juliana
only player to play for manchester united manchester city liverpool and everton,Ryan Giggs
only player to play for manchester united manchester city liverpool and everton,Ryan Giggs
only player to play for manchester united manchester city liverpool and everton,Ryan Giggs
who wrote the book the origin of species,Charles Darwin
who wrote the book the origin of species,Charles Darwin
who wrote the book the origin of species,Charles Darwin
when will fairy tail final season be released,Spring 2023
when will fairy tail final season be released,Spring 2023
when will fairy tail final season be released,Spring 2023
what is the word for clarified butter in the balkans and middle east,Ghee
what is the word for clarified butter in the balkans and middle east,Ghee
what is the word for clarified butter in the balkans and middle east,Ghee
what was the goal of the civilian conservation corps,Job training
what was the goal of the civilian conservation corps,Job training
what was the goal of the civilian conservation corps,Job training
what is the longest pier in the uk,Southend Pier
what is the longest pier in the uk,Southend Pier
what is the longest pier in the uk,Southend Pier
who sang i knew the bride when she used to rock and roll,Jerry Lee Lewis
who sang i knew the bride when she used to rock and roll,Jerry Lee Lewis
who sang i knew the bride when she used to rock and roll,Jerry Lee Lewis
most of new zealands land supports which economic activity,Agriculture
most of new zealands land supports which economic activity,Agriculture
most of new zealands land supports which economic activity,Agriculture
do you need a permit or license to own a gun in florida,Yes
do you need a permit or license to own a gun in florida,Yes
do you need a permit or license to own a gun in florida,Yes
who plays the dad in malcom in the middle,Bruce Thomas
who plays the dad in malcom in the middle,Bruce Thomas
who plays the dad in malcom in the middle,Bruce Thomas
who was on the first season of dwts,Emmitt Smith
who was on the first season of dwts,Emmitt Smith
who was on the first season of dwts,Emmitt Smith
who recorded i can't help falling in love with you,Elvis Presley
who recorded i can't help falling in love with you,Elvis Presley
who recorded i can't help falling in love with you,Elvis Presley
where does saying bob's your uncle come from,British
where does saying bob's your uncle come from,British
where does saying bob's your uncle come from,British
where was the war of the planet of the apes filmed,California
where was the war of the planet of the apes filmed,California
where was the war of the planet of the apes filmed,California
where does what in the sam hill come from,Sam Hill
where does what in the sam hill come from,Sam Hill
where does what in the sam hill come from,Sam Hill
what was generally the preferred way for european powers to control colonial regions,Economic exploitation
what was generally the preferred way for european powers to control colonial regions,Economic exploitation
what was generally the preferred way for european powers to control colonial regions,Economic exploitation
who is new prime minister of italy 2018,Giuseppe Conte
who is new prime minister of italy 2018,Giuseppe Conte
who is new prime minister of italy 2018,Giuseppe Conte
when is the season finale of designated survivor,Wednesday
when is the season finale of designated survivor,Wednesday
when is the season finale of designated survivor,Wednesday
where does the chinatown bus stop in nyc,Canal St
where does the chinatown bus stop in nyc,Canal St
where does the chinatown bus stop in nyc,Canal St
what does the stars and stripes mean on the american flag,13 COLONIES
what does the stars and stripes mean on the american flag,13 COLONIES
what does the stars and stripes mean on the american flag,13 COLONIES
the reciprocal lattice of an fcc crystal is,Face-centered cubic
the reciprocal lattice of an fcc crystal is,Face-centered cubic
the reciprocal lattice of an fcc crystal is,Face-centered cubic
when did the united states acquired puerto rico,1898
when did the united states acquired puerto rico,1898
when did the united states acquired puerto rico,1898
whats the most liked picture on instagram 2018,Kylie Jenner
whats the most liked picture on instagram 2018,Kylie Jenner
whats the most liked picture on instagram 2018,Kylie Jenner
who starred in the movie romancing the stone,Katharine Hepburn
who starred in the movie romancing the stone,Katharine Hepburn
who starred in the movie romancing the stone,Katharine Hepburn
tallest building in the world of all time,Burj Khalifa
tallest building in the world of all time,Burj Khalifa
tallest building in the world of all time,Burj Khalifa
1 the bureau of land management manages over acres of land in the united states,245 million
1 the bureau of land management manages over acres of land in the united states,245 million
1 the bureau of land management manages over acres of land in the united states,245 million
who is the current defence against the dark arts teacher,Professor McGonagall
who is the current defence against the dark arts teacher,Professor McGonagall
who is the current defence against the dark arts teacher,Professor McGonagall
where can the mona lisa be found today,Louvre
where can the mona lisa be found today,Louvre
where can the mona lisa be found today,Louvre
who dies in the lost city of z,Percy
who dies in the lost city of z,Percy
who dies in the lost city of z,Percy
where did little mix come in x factor,Factor in 2011
where did little mix come in x factor,Factor in 2011
where did little mix come in x factor,Factor in 2011
who was the declaration of independence written for,United States
who was the declaration of independence written for,United States
who was the declaration of independence written for,United States
three act puccini opera first performed in 1900,La Bohème
three act puccini opera first performed in 1900,La Bohème
three act puccini opera first performed in 1900,La Bohème
who negotiated an agreement with japan concerning the future of korea,Syngman Rhee
who negotiated an agreement with japan concerning the future of korea,Syngman Rhee
who negotiated an agreement with japan concerning the future of korea,Syngman Rhee
who played ben stone son on law and order,Bradley Whitford
who played ben stone son on law and order,Bradley Whitford
who played ben stone son on law and order,Bradley Whitford
who got the first arjun award in athletics,P.T. Usha
who got the first arjun award in athletics,P.T. Usha
who got the first arjun award in athletics,P.T. Usha
who has won the 2018 formula one australia grand prix tournament,Sebastian Vettel
who has won the 2018 formula one australia grand prix tournament,Sebastian Vettel
who has won the 2018 formula one australia grand prix tournament,Sebastian Vettel
who is the owner of the crowne plaza,John Smith
who is the owner of the crowne plaza,John Smith
who is the owner of the crowne plaza,John Smith
when does the men's worlds curling start,March 20th
when does the men's worlds curling start,March 20th
when does the men's worlds curling start,March 20th
where is the table of contents found in a book,Back
where is the table of contents found in a book,Back
where is the table of contents found in a book,Back
the inner sanctuary of the parthenon where the statue of athena is located in known as the,Parthenon
the inner sanctuary of the parthenon where the statue of athena is located in known as the,Parthenon
the inner sanctuary of the parthenon where the statue of athena is located in known as the,Parthenon
who proposed that electrons behave like waves and particles,De Broglie
who proposed that electrons behave like waves and particles,De Broglie
who proposed that electrons behave like waves and particles,De Broglie
how did leo dalton die in silent witness,Killed
how did leo dalton die in silent witness,Killed
how did leo dalton die in silent witness,Killed
where did you go to drink during prohibition,Speakeasy
where did you go to drink during prohibition,Speakeasy
where did you go to drink during prohibition,Speakeasy
when did the vikings first sail and reach britain,800s
when did the vikings first sail and reach britain,800s
when did the vikings first sail and reach britain,800s
who sang the theme song to that 70s show,that's right!
who sang the theme song to that 70s show,that's right!
who sang the theme song to that 70s show,that's right!
when is the president sworn into office (date and time of an odd or even year),January 20th
when is the president sworn into office (date and time of an odd or even year),January 20th
when is the president sworn into office (date and time of an odd or even year),January 20th
who were farmers who kept a small portion of their crops & gave the rest to the landowners,Serfs
who were farmers who kept a small portion of their crops & gave the rest to the landowners,Serfs
who were farmers who kept a small portion of their crops & gave the rest to the landowners,Serfs
when was the japanese videogame company nintendo founded,1889
when was the japanese videogame company nintendo founded,1889
when was the japanese videogame company nintendo founded,1889
where is the bread plate located in a formal setting,On the left
where is the bread plate located in a formal setting,On the left
where is the bread plate located in a formal setting,On the left
who has the best nba record this season,BROOKLYN
who has the best nba record this season,BROOKLYN
who has the best nba record this season,BROOKLYN
where does the us men's national soccer team practice,California
where does the us men's national soccer team practice,California
where does the us men's national soccer team practice,California
what was the ancient chinese umbrella used for,Protection
what was the ancient chinese umbrella used for,Protection
what was the ancient chinese umbrella used for,Protection
how many wins does tiger woods have on the pga tour,82
how many wins does tiger woods have on the pga tour,82
how many wins does tiger woods have on the pga tour,82
what is the white stuff on hot cross buns,Glaze
what is the white stuff on hot cross buns,Glaze
what is the white stuff on hot cross buns,Glaze
what is the supreme court's major power,the Constitution
what is the supreme court's major power,the Constitution
what is the supreme court's major power,the Constitution
who does the voice of mrs. wolowitz on the big bang theory,Judy Greer
who does the voice of mrs. wolowitz on the big bang theory,Judy Greer
who does the voice of mrs. wolowitz on the big bang theory,Judy Greer
what percentage of the population is naturally blonde,2%
what percentage of the population is naturally blonde,2%
what percentage of the population is naturally blonde,2%
where is the air force academy located at,Colorado
where is the air force academy located at,Colorado
where is the air force academy located at,Colorado
what is the approximate volume of blood in your body,5 liters
what is the approximate volume of blood in your body,5 liters
what is the approximate volume of blood in your body,5 liters
what movie is count on me by bruno mars in,Uptown Funk
what movie is count on me by bruno mars in,Uptown Funk
what movie is count on me by bruno mars in,Uptown Funk
when did slave to the rhythm come out,1989
when did slave to the rhythm come out,1989
when did slave to the rhythm come out,1989
where does this season's survivor take place,Borneo
where does this season's survivor take place,Borneo
where does this season's survivor take place,Borneo
where does blonde hair green eyes come from,Genetics
where does blonde hair green eyes come from,Genetics
where does blonde hair green eyes come from,Genetics
where is san miguel de allende in mexico,"Allende, Guanajuato"
where is san miguel de allende in mexico,"Allende, Guanajuato"
where is san miguel de allende in mexico,"Allende, Guanajuato"
when did they stop cigarette advertising on television,1971
when did they stop cigarette advertising on television,1971
when did they stop cigarette advertising on television,1971
who is known as the super fast boy in the series the icredible,Bart Simpson
who is known as the super fast boy in the series the icredible,Bart Simpson
who is known as the super fast boy in the series the icredible,Bart Simpson
who was the war of 1812 fought between,Great Britain
who was the war of 1812 fought between,Great Britain
who was the war of 1812 fought between,Great Britain
who plays the dad in drake and josh,Josh Peck
who plays the dad in drake and josh,Josh Peck
who plays the dad in drake and josh,Josh Peck
when was the last time the vikings made the superbowl,Never
when was the last time the vikings made the superbowl,Never
when was the last time the vikings made the superbowl,Never
who played maudie in the movie el dorado,Melanie Griffith
who played maudie in the movie el dorado,Melanie Griffith
who played maudie in the movie el dorado,Melanie Griffith
who was the governor general of india when country became independent,Lord Mountbatten
who was the governor general of india when country became independent,Lord Mountbatten
who was the governor general of india when country became independent,Lord Mountbatten
compared to the event horizon the photon sphere of a black hole is,Smaller
compared to the event horizon the photon sphere of a black hole is,Smaller
compared to the event horizon the photon sphere of a black hole is,Smaller
when was the last time minnesota vikings was in the super bowl,2018
when was the last time minnesota vikings was in the super bowl,2018
when was the last time minnesota vikings was in the super bowl,2018
who wrote the text for jeanie with the light brown hair,EB White
who wrote the text for jeanie with the light brown hair,EB White
who wrote the text for jeanie with the light brown hair,EB White
india's first arctic research station set up in 2008 what is the name,Svalbard
india's first arctic research station set up in 2008 what is the name,Svalbard
india's first arctic research station set up in 2008 what is the name,Svalbard
where does the phrase world without end come from,From the Bible
where does the phrase world without end come from,From the Bible
where does the phrase world without end come from,From the Bible
who plays janie in the search for santa paws,Tara Strong
who plays janie in the search for santa paws,Tara Strong
who plays janie in the search for santa paws,Tara Strong
how long has tom brady been playing professional football,20
how long has tom brady been playing professional football,20
how long has tom brady been playing professional football,20
who did us fight in world war 1,Germany
who did us fight in world war 1,Germany
who did us fight in world war 1,Germany
where does junior want to go to find hope,Hopeville
where does junior want to go to find hope,Hopeville
where does junior want to go to find hope,Hopeville
what is the baby elephants name in jungle book,Bambi
what is the baby elephants name in jungle book,Bambi
what is the baby elephants name in jungle book,Bambi
what does it mean to fuse the spine,FUSION
what does it mean to fuse the spine,FUSION
what does it mean to fuse the spine,FUSION
who did the united states win its independence from,Great Britain
who did the united states win its independence from,Great Britain
who did the united states win its independence from,Great Britain
the legend of heroes trails in the sky the 3rd vita,Eremita
the legend of heroes trails in the sky the 3rd vita,Eremita
the legend of heroes trails in the sky the 3rd vita,Eremita
mount and blade with fire and sword time period,Middle Ages
mount and blade with fire and sword time period,Middle Ages
mount and blade with fire and sword time period,Middle Ages
where does the microchip go in a dog,Implant
where does the microchip go in a dog,Implant
where does the microchip go in a dog,Implant
where will the next summer and winter olympics be held,Beijing (Winter)
where will the next summer and winter olympics be held,Beijing (Winter)
where will the next summer and winter olympics be held,Beijing (Winter)
what parts make up the peripheral nervous system,sensory receptors
what parts make up the peripheral nervous system,sensory receptors
what parts make up the peripheral nervous system,sensory receptors
who became king of erebor after thorin dies,Dain Ironfoot
who became king of erebor after thorin dies,Dain Ironfoot
who became king of erebor after thorin dies,Dain Ironfoot
who has become the new chairman of sebi,Kumar
who has become the new chairman of sebi,Kumar
who has become the new chairman of sebi,Kumar
where was the bridge in saving private ryan,Normandy
where was the bridge in saving private ryan,Normandy
where was the bridge in saving private ryan,Normandy
when did the subway open in new york,1904
when did the subway open in new york,1904
when did the subway open in new york,1904
when was the first mad max movie release,Mad Max (1979)
when was the first mad max movie release,Mad Max (1979)
when was the first mad max movie release,Mad Max (1979)
when is dragon ball super episode 131 releasing,January 2023
when is dragon ball super episode 131 releasing,January 2023
when is dragon ball super episode 131 releasing,January 2023
where did the methodist church get its name,the movement
where did the methodist church get its name,the movement
where did the methodist church get its name,the movement
who was originally cast as phoebe on charmed,Alyssa Milano
who was originally cast as phoebe on charmed,Alyssa Milano
who was originally cast as phoebe on charmed,Alyssa Milano
where is the tablet of the ten commandments,Mount Sinai
where is the tablet of the ten commandments,Mount Sinai
where is the tablet of the ten commandments,Mount Sinai
if a piece of music is perceived to have changed key then we say the piece has,Key
if a piece of music is perceived to have changed key then we say the piece has,Key
if a piece of music is perceived to have changed key then we say the piece has,Key
what happened to germany's leader after ww1,Wilson
what happened to germany's leader after ww1,Wilson
what happened to germany's leader after ww1,Wilson
a barrier that runs across a river or stream to control the flow of water,Dam
a barrier that runs across a river or stream to control the flow of water,Dam
a barrier that runs across a river or stream to control the flow of water,Dam
who were the nationalist in the spanish civil war,his allies
who were the nationalist in the spanish civil war,his allies
who were the nationalist in the spanish civil war,his allies
hazels boyfriend in the fault in our stars,Augustus
hazels boyfriend in the fault in our stars,Augustus
hazels boyfriend in the fault in our stars,Augustus
who was elected president in mexico in 2000,Vicente Fox
who was elected president in mexico in 2000,Vicente Fox
who was elected president in mexico in 2000,Vicente Fox
who does eric end up with in gossip girl,Serena
who does eric end up with in gossip girl,Serena
who does eric end up with in gossip girl,Serena
who won the most medals at the 2014 winter olympics,Sochi
who won the most medals at the 2014 winter olympics,Sochi
who won the most medals at the 2014 winter olympics,Sochi
who sang the song i think we're alone now,the Shondells
who sang the song i think we're alone now,the Shondells
who sang the song i think we're alone now,the Shondells
what is the minimum dollar amount for federal court,$125
what is the minimum dollar amount for federal court,$125
what is the minimum dollar amount for federal court,$125
who played sandy's jock boyfriend in grease,Dennis Haskins
who played sandy's jock boyfriend in grease,Dennis Haskins
who played sandy's jock boyfriend in grease,Dennis Haskins
south african tree with thorns on the trunk,Acacia
south african tree with thorns on the trunk,Acacia
south african tree with thorns on the trunk,Acacia
what year did the us hockey team won the olympics,2018
what year did the us hockey team won the olympics,2018
what year did the us hockey team won the olympics,2018
who sang let me tell you about the birds and the bees,Neil Diamond
who sang let me tell you about the birds and the bees,Neil Diamond
who sang let me tell you about the birds and the bees,Neil Diamond
where does the arrow of a wind vane point,North
where does the arrow of a wind vane point,North
where does the arrow of a wind vane point,North
who sang the them song for as told by ginger,Gavin Creel
who sang the them song for as told by ginger,Gavin Creel
who sang the them song for as told by ginger,Gavin Creel
when did drop it like it's hot release,2005
when did drop it like it's hot release,2005
when did drop it like it's hot release,2005
what is the rank of india in economic growth,7
what is the rank of india in economic growth,7
what is the rank of india in economic growth,7
how many times have the golden state warriors been to the playoffs,8
how many times have the golden state warriors been to the playoffs,8
how many times have the golden state warriors been to the playoffs,8
the road that connects the tombs is called,Tombs Road
the road that connects the tombs is called,Tombs Road
the road that connects the tombs is called,Tombs Road
how many episodes in my name is earl season 4,4
how many episodes in my name is earl season 4,4
how many episodes in my name is earl season 4,4
what is the function of the pericardial sac,Protects heart
what is the function of the pericardial sac,Protects heart
what is the function of the pericardial sac,Protects heart
what is an open university grade 3 pass,Pass
what is an open university grade 3 pass,Pass
what is an open university grade 3 pass,Pass
what is an example of an americanized mexican food created by tex-mex cuisine,Tacos
what is an example of an americanized mexican food created by tex-mex cuisine,Tacos
what is an example of an americanized mexican food created by tex-mex cuisine,Tacos
who was the drummer with the travelling wilburys,Jim Keltner
who was the drummer with the travelling wilburys,Jim Keltner
who was the drummer with the travelling wilburys,Jim Keltner
when is oakland raiders going to las vegas,2019
when is oakland raiders going to las vegas,2019
when is oakland raiders going to las vegas,2019
what is the ultimate objective of financial management,Profit
what is the ultimate objective of financial management,Profit
what is the ultimate objective of financial management,Profit
when was the last time ny rangers won stanley cup,1994
when was the last time ny rangers won stanley cup,1994
when was the last time ny rangers won stanley cup,1994
who won the battle of stirling bridge 1297,Wallace
who won the battle of stirling bridge 1297,Wallace
who won the battle of stirling bridge 1297,Wallace
where is fulda and what is its significance,is in Germany
where is fulda and what is its significance,is in Germany
where is fulda and what is its significance,is in Germany
who is the chief economic advisor of india,Dr. Subramanian Swamy
who is the chief economic advisor of india,Dr. Subramanian Swamy
who is the chief economic advisor of india,Dr. Subramanian Swamy
who plays the little girl in jurassic park,Judy Greer
who plays the little girl in jurassic park,Judy Greer
who plays the little girl in jurassic park,Judy Greer
what is an international system in international relations,United Nations
what is an international system in international relations,United Nations
what is an international system in international relations,United Nations
cast of the movie pride of the marines,John Wayne
cast of the movie pride of the marines,John Wayne
cast of the movie pride of the marines,John Wayne
in order to prove disparate impact you first must establish,Disparate impact
in order to prove disparate impact you first must establish,Disparate impact
in order to prove disparate impact you first must establish,Disparate impact
where is urinary bladder located in human body,Pelvis
where is urinary bladder located in human body,Pelvis
where is urinary bladder located in human body,Pelvis
who led the soldiers in ending the raid on the harper's ferry arsenal,Jefferson Davis
who led the soldiers in ending the raid on the harper's ferry arsenal,Jefferson Davis
who led the soldiers in ending the raid on the harper's ferry arsenal,Jefferson Davis
of which country is sofia the capital city,Bulgaria
of which country is sofia the capital city,Bulgaria
of which country is sofia the capital city,Bulgaria
who starred in an officer and a gentleman,Richard Gere
who starred in an officer and a gentleman,Richard Gere
who starred in an officer and a gentleman,Richard Gere
love is not love that alters when it alteration finds meaning,Alteration
love is not love that alters when it alteration finds meaning,Alteration
love is not love that alters when it alteration finds meaning,Alteration
when boy meets girl waiting for a star to fall,Love
when boy meets girl waiting for a star to fall,Love
when boy meets girl waiting for a star to fall,Love
what is the minimum wage in france per hour,€12.00
what is the minimum wage in france per hour,€12.00
what is the minimum wage in france per hour,€12.00
what are the power of supreme court in the philippines,Judicial review
what are the power of supreme court in the philippines,Judicial review
what are the power of supreme court in the philippines,Judicial review
when did the new day win the tag team titles,2018
when did the new day win the tag team titles,2018
when did the new day win the tag team titles,2018
when does the little couples new season start,Spring
when does the little couples new season start,Spring
when does the little couples new season start,Spring
what is a buckeye the mascot for ohio state university,Buckeye
what is a buckeye the mascot for ohio state university,Buckeye
what is a buckeye the mascot for ohio state university,Buckeye
what is the use of adobe flash cs3 professional,interactive content
what is the use of adobe flash cs3 professional,interactive content
what is the use of adobe flash cs3 professional,interactive content
how many votes to approve supreme court justice,60
how many votes to approve supreme court justice,60
how many votes to approve supreme court justice,60
when is if loving you is wrong coming back season 4,the network
when is if loving you is wrong coming back season 4,the network
when is if loving you is wrong coming back season 4,the network
what percent of the us population controls the wealth,1%
what percent of the us population controls the wealth,1%
what percent of the us population controls the wealth,1%
which is the only test playing nation that india has never beat in t20,Australia
which is the only test playing nation that india has never beat in t20,Australia
which is the only test playing nation that india has never beat in t20,Australia
what color is the cue ball in pool,Yellow
what color is the cue ball in pool,Yellow
what color is the cue ball in pool,Yellow
who played anne in anne with an e,Gemma Whelan
who played anne in anne with an e,Gemma Whelan
who played anne in anne with an e,Gemma Whelan
what's the population of prince edward island,"150,000"
what's the population of prince edward island,"150,000"
what's the population of prince edward island,"150,000"
when did gaurdians of the galaxy 2 come out,RELEASED IN 2017
when did gaurdians of the galaxy 2 come out,RELEASED IN 2017
when did gaurdians of the galaxy 2 come out,RELEASED IN 2017
who sang national anthem at the super bowl,Jennifer Hudson
who sang national anthem at the super bowl,Jennifer Hudson
who sang national anthem at the super bowl,Jennifer Hudson
who invented the first computer game in 1962 and what was the name of the game,Spacewar!
who invented the first computer game in 1962 and what was the name of the game,Spacewar!
who invented the first computer game in 1962 and what was the name of the game,Spacewar!
what is most likely cause of algal blooms,Nutrient pollution
what is most likely cause of algal blooms,Nutrient pollution
what is most likely cause of algal blooms,Nutrient pollution
what is the meaning of veronica in english,"faithful"" in English"
what is the meaning of veronica in english,"faithful"" in English"
what is the meaning of veronica in english,"faithful"" in English"
what was the alliance between great britian russia and france known as,The Triple Entente
what was the alliance between great britian russia and france known as,The Triple Entente
what was the alliance between great britian russia and france known as,The Triple Entente
who scored the most points in their nba career,Kareem Abdul-Jabbar
who scored the most points in their nba career,Kareem Abdul-Jabbar
who scored the most points in their nba career,Kareem Abdul-Jabbar
which site of an enzyme is called allosteric site,Allosteric site
which site of an enzyme is called allosteric site,Allosteric site
which site of an enzyme is called allosteric site,Allosteric site
when was the canadian pacific railway started and finished,1881-1988
when was the canadian pacific railway started and finished,1881-1988
when was the canadian pacific railway started and finished,1881-1988
what is the use of silvering the walls of thermos flask,Thermal insulation
what is the use of silvering the walls of thermos flask,Thermal insulation
what is the use of silvering the walls of thermos flask,Thermal insulation
who played forrest gumps mother in the 1994 film,Pamela Reed
who played forrest gumps mother in the 1994 film,Pamela Reed
who played forrest gumps mother in the 1994 film,Pamela Reed
who was charlie writing to in perks of being a wallflower movie,a Wallflower
who was charlie writing to in perks of being a wallflower movie,a Wallflower
who was charlie writing to in perks of being a wallflower movie,the movie
sequel to a christmas story it runs in the family,Rudolph
sequel to a christmas story it runs in the family,Rudolph
sequel to a christmas story it runs in the family,Rudolph
who sang the original song send in the clowns,Judy Collins
who sang the original song send in the clowns,Judy Collins
who sang the original song send in the clowns,Judy Collins
who led an attack that allowed for american victory at yorktown,Washington
who led an attack that allowed for american victory at yorktown,Washington
who led an attack that allowed for american victory at yorktown,Washington
the origins of the stations of the cross,Catholic tradition
the origins of the stations of the cross,Catholic tradition
the origins of the stations of the cross,Catholic tradition
unsaturated fats are comprised of lipids that contain,Omega-3
unsaturated fats are comprised of lipids that contain,Omega-3
unsaturated fats are comprised of lipids that contain,Omega-3
who sang nice day for a white wedding,Billy Ocean
who sang nice day for a white wedding,Billy Ocean
who sang nice day for a white wedding,Billy Ocean
where does the coral sea meet the pacific ocean,148°30'E longitude
where does the coral sea meet the pacific ocean,148°30'E longitude
where does the coral sea meet the pacific ocean,148°30'E longitude
what are the names of the hunger games,Hunger Games
what are the names of the hunger games,Hunger Games
what are the names of the hunger games,Hunger Games
who has most followers on instagram in world,Ariana Grande
who has most followers on instagram in world,Ariana Grande
who has most followers on instagram in world,Ariana Grande
batman the enemy with episode 5 release date,Episode 5
batman the enemy with episode 5 release date,Episode 5
batman the enemy with episode 5 release date,Episode 5
who was the bad guy in silence of the lambs,Buffalo Bill
who was the bad guy in silence of the lambs,Buffalo Bill
who was the bad guy in silence of the lambs,Buffalo Bill
who starred in the movie on golden pond,Henry Fonda
who starred in the movie on golden pond,Henry Fonda
who starred in the movie on golden pond,Henry Fonda
who made the nuclear model of an atom,Rutherford
who made the nuclear model of an atom,Rutherford
who made the nuclear model of an atom,Rutherford
the mughal garden of rashtrapati bhavan is modelled on which garden,Taj Mahal
the mughal garden of rashtrapati bhavan is modelled on which garden,Taj Mahal
the mughal garden of rashtrapati bhavan is modelled on which garden,Taj Mahal
the chinese dragons are protectors of how many seas diggy,Two
the chinese dragons are protectors of how many seas diggy,Two
the chinese dragons are protectors of how many seas diggy,Two
where did the rulers of the qing dynasty originate,Manchu
where did the rulers of the qing dynasty originate,Manchu
where did the rulers of the qing dynasty originate,Manchu
who has won more national championships michigan or ohio state,Michigan
who has won more national championships michigan or ohio state,Michigan
who has won more national championships michigan or ohio state,Michigan
what does a bull shark tooth look like,Shark tooth
what does a bull shark tooth look like,Shark tooth
what does a bull shark tooth look like,Shark tooth
when did one child policy end in china,1982
when did one child policy end in china,1982
when did one child policy end in china,1982
who was the nfl first draft pick 2017,Garrett Bolles
who was the nfl first draft pick 2017,Garrett Bolles
who was the nfl first draft pick 2017,Garrett Bolles
when did australia 2 win the america's cup,1983
when did australia 2 win the america's cup,1983
when did australia 2 win the america's cup,1983
when was the movie the king and i made,1970
when was the movie the king and i made,1970
when was the movie the king and i made,1970
when did holland become involved in world war 2,1940
when did holland become involved in world war 2,1940
when did holland become involved in world war 2,1940
who is running for south dakota attorney general,Jason Ravnsborg
who is running for south dakota attorney general,Jason Ravnsborg
who is running for south dakota attorney general,Jason Ravnsborg
who sings every light in the house is on,Billie Eilish
who sings every light in the house is on,Billie Eilish
who sings every light in the house is on,Billie Eilish
who did the astros play last time they were in the world series,Astros
who did the astros play last time they were in the world series,Astros
who did the astros play last time they were in the world series,Astros
where does the phrase rock chalk jayhawk come from,Kansas
where does the phrase rock chalk jayhawk come from,Kansas
where does the phrase rock chalk jayhawk come from,Kansas
sweet leavened bread prepared for easter in romania,Ciulama
sweet leavened bread prepared for easter in romania,Ciulama
sweet leavened bread prepared for easter in romania,Ciulama
where was the original planet of the apes filmed at,California
where was the original planet of the apes filmed at,California
where was the original planet of the apes filmed at,California
where is apennines mountains located on a map,located in Italy
where is apennines mountains located on a map,located in Italy
where is apennines mountains located on a map,located in Italy
what is the significance of the sahara desert,Climate regulation
what is the significance of the sahara desert,Climate regulation
what is the significance of the sahara desert,Climate regulation
when was i don't like mondays released,1987
when was i don't like mondays released,1987
when was i don't like mondays released,1987
when will the flash season 4 episode 17 come out,April 2019
when will the flash season 4 episode 17 come out,April 2019
when will the flash season 4 episode 17 come out,April 2019
who did puerto rico belong to before the u.s,Spain
who did puerto rico belong to before the u.s,Spain
who did puerto rico belong to before the u.s,Spain
skin that covers the palms fingertips and soles of the feet,Skin
skin that covers the palms fingertips and soles of the feet,Skin
skin that covers the palms fingertips and soles of the feet,Skin
who kills barry's mom in the flash,Savitar
who kills barry's mom in the flash,Savitar
who kills barry's mom in the flash,Savitar
where was the movie the glass castle filmed,Filmed in Oregon
where was the movie the glass castle filmed,Filmed in Oregon
where was the movie the glass castle filmed,Filmed in Oregon
where was the movie silver linings playbook filmed,Philadelphia
where was the movie silver linings playbook filmed,Philadelphia
where was the movie silver linings playbook filmed,Philadelphia
when did mcgee became a regular on ncis,2004
when did mcgee became a regular on ncis,2004
when did mcgee became a regular on ncis,2004
what breed of cat has spots and stripes,Bengal
what breed of cat has spots and stripes,Bengal
what breed of cat has spots and stripes,Bengal
when does precipitate form in a chemical reaction,are in excess
when does precipitate form in a chemical reaction,are in excess
when does precipitate form in a chemical reaction,are in excess
anna murphy actress the man who invented christmas,Anna Murphy
anna murphy actress the man who invented christmas,Anna Murphy
anna murphy actress the man who invented christmas,Anna Murphy
when did the wave hill walk off end,1966
when did the wave hill walk off end,1966
when did the wave hill walk off end,1966
where does the sweetness of fruit come from,Sugars
where does the sweetness of fruit come from,Sugars
where does the sweetness of fruit come from,Sugars
who represents the insured in the investigation of a claim,Insurance company
who represents the insured in the investigation of a claim,Insurance company
who represents the insured in the investigation of a claim,Insurance company
when was to god be the glory written,1870
when was to god be the glory written,1870
when was to god be the glory written,1870
who has the most catches in nfl history,Jerry Rice
who has the most catches in nfl history,Jerry Rice
who has the most catches in nfl history,Jerry Rice
the main idea of limited government is that,intrusive gov't
the main idea of limited government is that,intrusive gov't
the main idea of limited government is that,intrusive gov't
actor who played caesar in dawn of the planet of the apes,James Franco
actor who played caesar in dawn of the planet of the apes,James Franco
actor who played caesar in dawn of the planet of the apes,James Franco
who wrote old flames cant hold a candle to you,Bob Dylan
who wrote old flames cant hold a candle to you,Bob Dylan
who wrote old flames cant hold a candle to you,Bob Dylan
who carried the usa flag in opening ceremony,Michael Phelps
who carried the usa flag in opening ceremony,Michael Phelps
who carried the usa flag in opening ceremony,Michael Phelps
who sets the requirements of a single audit,Audit committee
who sets the requirements of a single audit,Audit committee
who sets the requirements of a single audit,Audit committee
who is playing halftime show super bowl 50,Coldplay
who is playing halftime show super bowl 50,Coldplay
who is playing halftime show super bowl 50,Coldplay
who is the coach for the ottawa senators,Dave Cameron
